年份,第几周,部门,"本周
新开户",本月新开户,"本月新增
有效户",本年新开户,"本年新增
有效户","本周
新增市值","本月
新增市值",本年新增市值,"本周
新开两融户","本月
新开两融户","本年
新开两融户","资产
总量（亿）","两融余额
（万）",本周净佣金收入（万）,本月净佣金收入（万）,本年净佣金收入（万）,本周净佣金收入（万）,本月净佣金收入（万）,本年净佣金收入（万）
2023,42,北京方庄,8,15,4,1289,86,861.740467,1046.15862,2091.484193,0,1,4,2.05940993,1735.463638,-,-,-,1.638851,3.817313,88.323072
2023,43,天津分公司,17,61,36,356,143,1016.144986,3254.200291,4112.838375,0,0,10,2.91884246,1530.910756,,,,2.958093,6.990649,80.455389
2023,43,事业中心,6,12,5,125,78,267.654845,448.227382,5835.623461,1,1,10,2.67151172,657.250566,12.366923,34.59677,262.783276,13.626124,38.617479,289.542226
2023,43,陕西分公司,4,19,2,256,32,49.80895,199.48784,506.136214,1,1,6,2.18208354,80.009599,,,,0.599468,1.482118,21.006956
2023,43,经纪人,3,4,1,138,86,20.282,27.1277,1375.55907,0,0,2,4.5706074,2679.039793,,,,6.283865,15.162599,223.508355
2023,43,财富中心,1,1,2,76,48,8.4114,9.3823,605.668484,4,5,15,4.80036672,3023.453299,3.250311,6.613371,96.224794,3.729027,7.565102,108.50125
2023,43,北京方庄,19,34,9,1308,91,284.888988,1331.047608,2157.563182,0,1,4,2.13984875,1953.591265,,,,3.922536,7.739849,92.245608
2023,44,天津分公司,7,7,5,363,148,199.556922,199.556922,4091.191687,0,0,10,2.94062817,1536.811801,-,-,-,1.141466,1.141466,81.596855
2023,44,事业中心,3,3,4,128,82,37.412578,37.412578,5098.914985,0,0,10,2.67403942,691.669148,2.081125,2.081125,264.864401,2.773944,2.773944,292.31617
2023,44,陕西分公司,0,0,0,256,32,0.11771,0.11771,483.147198,0,0,6,2.20397621,70.484325,-,-,-,0.121782,0.121782,21.128738
2023,44,经纪人,0,0,1,138,87,3.1537,3.1537,1310.18229,0,0,2,4.56776874,2581.63203,-,-,-,1.796444,1.796444,225.304799
2023,44,财富中心,2,2,1,78,49,3.1877,3.1877,599.89165,0,0,15,4.77290748,3110.826522,1.840603,1.840603,98.065397,1.998033,1.998033,110.499283
2023,44,北京方庄,4,4,2,1312,93,54.950347,54.950347,2429.670099,0,0,4,2.09688857,1742.463041,-,-,-,1.469755,1.469755,93.715363
